dim1,dim2,timestamp
8.590868,-4.6196747,2024-01-06 20:45:00
9.162558,-4.4639215,2024-01-06 21:00:00
9.318199,-4.7794833,2024-01-06 21:15:00
9.332586,-5.3194933,2024-01-06 21:30:00
8.094242,-5.505017,2024-01-06 21:45:00
9.390014,-5.5537515,2024-01-06 22:00:00
8.966253,-5.146995,2024-01-06 22:15:00
8.983609,-5.044919,2024-01-06 22:30:00
8.702654,-5.384084,2024-01-06 22:45:00
9.066467,-5.7203903,2024-01-06 23:00:00
8.956151,-5.5396442,2024-01-06 23:15:00
9.184095,-5.053205,2024-01-06 23:30:00
9.540134,-4.921188,2024-01-06 23:45:00
8.923218,-2.1445613,2024-01-07 00:00:00
9.525155,-2.9159458,2024-01-07 00:15:00
8.882798,-2.842208,2024-01-07 00:30:00
9.620075,-2.4062705,2024-01-07 00:45:00
8.497481,-3.0981994,2024-01-07 01:00:00
9.013598,-2.990668,2024-01-07 01:15:00
9.504253,-2.748522,2024-01-07 01:30:00
9.58808,-2.8831441,2024-01-07 01:45:00
9.418536,-2.0517201,2024-01-07 02:00:00
8.615367,-1.2713051,2024-01-07 02:15:00
9.612396,-2.830001,2024-01-07 02:30:00
9.281971,-2.1227756,2024-01-07 02:45:00
9.558843,-1.3001052,2024-01-07 03:00:00
9.004335,-0.55097723,2024-01-07 03:15:00
9.260607,-0.9675465,2024-01-07 03:30:00
8.872165,-0.45327106,2024-01-07 03:45:00
7.636473,0.11639261,2024-01-07 04:00:00
8.834508,-1.4986863,2024-01-07 04:15:00
8.907305,-1.0221595,2024-01-07 04:30:00
8.737999,-0.5112831,2024-01-07 04:45:00
9.64965,-7.5626464,2024-01-07 05:00:00
9.6717615,-7.5851984,2024-01-07 05:15:00
9.663297,-7.572824,2024-01-07 05:30:00
9.628334,-7.5380077,2024-01-07 05:45:00
9.647105,-7.52682,2024-01-07 06:00:00
9.665472,-7.569606,2024-01-07 06:15:00
7.4928093,1.2832778,2024-01-07 06:30:00
7.916706,0.7997321,2024-01-07 06:45:00
7.7769656,0.31196478,2024-01-07 07:00:00
6.550202,0.72907275,2024-01-07 07:15:00
6.8095603,1.2030364,2024-01-07 07:30:00
6.3447285,0.16218457,2024-01-07 07:45:00
6.6933184,0.15586278,2024-01-07 08:00:00
5.7959256,1.1782274,2024-01-07 08:15:00
5.6139503,0.49257493,2024-01-07 08:30:00
5.5123386,1.3247708,2024-01-07 08:45:00
4.788879,0.64959836,2024-01-07 09:00:00
5.266575,1.3129362,2024-01-07 09:15:00
6.0541463,1.434129,2024-01-07 09:30:00
5.3099895,0.19435401,2024-01-07 09:45:00
5.0968423,0.86974835,2024-01-07 10:00:00
4.3901534,1.0658013,2024-01-07 10:15:00
5.0590243,1.2700039,2024-01-07 10:30:00
6.1086354,1.6998512,2024-01-07 10:45:00
4.842075,0.93239945,2024-01-07 11:00:00
4.70837,1.29311,2024-01-07 11:15:00
4.7790904,0.39199102,2024-01-07 11:30:00
4.9438586,-0.11490892,2024-01-07 11:45:00
5.1264033,0.18214469,2024-01-07 12:00:00
5.1974654,-0.35772157,2024-01-07 12:15:00
4.3320646,-0.7634122,2024-01-07 12:30:00
4.6399198,-0.5828132,2024-01-07 12:45:00
4.873316,-0.36364064,2024-01-07 13:00:00
4.6892424,-1.4648256,2024-01-07 13:15:00
4.673562,-0.48688203,2024-01-07 13:30:00
4.4002614,-0.31647936,2024-01-07 13:45:00
4.8765693,-1.7161952,2024-01-07 14:00:00
4.6534543,-1.8339676,2024-01-07 14:15:00
5.159326,-1.9352444,2024-01-07 14:30:00
4.992355,-1.4703621,2024-01-07 14:45:00
4.4640846,-1.6644586,2024-01-07 15:00:00
5.532812,-2.8265777,2024-01-07 15:15:00
6.276867,-3.1201277,2024-01-07 15:30:00
5.6122584,-2.0745919,2024-01-07 15:45:00
5.766674,-3.248643,2024-01-07 16:00:00
5.8826995,-2.5537312,2024-01-07 16:15:00
5.6739607,-2.0419376,2024-01-07 16:30:00
8.003936,-3.4752164,2024-01-07 16:45:00
6.5046096,-3.912575,2024-01-07 17:00:00
5.9301825,-2.662881,2024-01-07 17:15:00
6.7523603,-3.2784574,2024-01-07 17:30:00
7.27602,-3.9448676,2024-01-07 17:45:00
9.3462105,-3.9107597,2024-01-07 18:00:00
8.058406,-4.587484,2024-01-07 18:15:00
7.3964834,-3.6710825,2024-01-07 18:30:00
8.067476,-3.71464,2024-01-07 18:45:00
7.485861,-3.9576054,2024-01-07 19:00:00
8.189997,-4.50632,2024-01-07 19:15:00
8.829973,-4.341373,2024-01-07 19:30:00
8.735354,-4.326606,2024-01-07 19:45:00
8.129964,-4.82594,2024-01-07 20:00:00
8.614805,-4.636663,2024-01-07 20:15:00
8.894307,-4.9223332,2024-01-07 20:30:00
8.44421,-3.8725314,2024-01-07 20:45:00
9.412621,-5.2786345,2024-01-07 21:00:00
9.113492,-4.787591,2024-01-07 21:15:00
9.158307,-5.0291643,2024-01-07 21:30:00
8.261839,-5.6665087,2024-01-07 21:45:00
9.3340435,-4.8268623,2024-01-07 22:00:00
9.030325,-5.3890605,2024-01-07 22:15:00
9.242817,-5.007822,2024-01-07 22:30:00
8.658375,-5.3534107,2024-01-07 22:45:00
9.001269,-5.3906746,2024-01-07 23:00:00
9.145628,-4.9535875,2024-01-07 23:15:00
8.131278,-5.5823617,2024-01-07 23:30:00
9.464529,-4.5012326,2024-01-07 23:45:00
8.958259,-4.9209642,2024-01-08 00:00:00
8.932859,-5.07311,2024-01-08 00:15:00
9.344257,-2.1056879,2024-01-08 00:30:00
9.059003,-2.3534985,2024-01-08 00:45:00
8.953387,-1.8020431,2024-01-08 01:00:00
9.442353,-1.864821,2024-01-08 01:15:00
9.469849,-3.1426275,2024-01-08 01:30:00
9.197618,-2.8606675,2024-01-08 01:45:00
9.189795,-2.3729055,2024-01-08 02:00:00
8.93749,-2.0761514,2024-01-08 02:15:00
9.18697,-1.554339,2024-01-08 02:30:00
9.198548,-2.4867396,2024-01-08 02:45:00
8.66722,-1.4321401,2024-01-08 03:00:00
8.592806,-0.6251994,2024-01-08 03:15:00
8.504379,-0.5101974,2024-01-08 03:30:00
8.55993,-0.6485152,2024-01-08 03:45:00
9.380626,-1.105403,2024-01-08 04:00:00
9.357834,-1.0047592,2024-01-08 04:15:00
9.0630245,-0.88973045,2024-01-08 04:30:00
8.349253,-0.6836762,2024-01-08 04:45:00
7.925317,1.3496555,2024-01-08 05:00:00
8.525329,-0.30538973,2024-01-08 05:15:00
8.041823,0.47816712,2024-01-08 05:30:00
8.021695,1.3289212,2024-01-08 05:45:00
7.0010586,0.35456353,2024-01-08 06:00:00
7.2987165,0.47117987,2024-01-08 06:15:00
7.7440634,0.18318984,2024-01-08 06:30:00
7.7747135,1.3070048,2024-01-08 06:45:00
6.9024334,0.42001885,2024-01-08 07:00:00
6.798762,1.4397978,2024-01-08 07:15:00
6.0120735,0.77663034,2024-01-08 07:30:00
6.1652956,1.6760583,2024-01-08 07:45:00
6.2099304,1.6546798,2024-01-08 08:00:00
6.381792,1.3301787,2024-01-08 08:15:00
5.8841357,0.3490119,2024-01-08 08:30:00
6.5734043,1.5240356,2024-01-08 08:45:00
5.1991253,1.4332193,2024-01-08 09:00:00
5.382058,1.4793302,2024-01-08 09:15:00
4.8289866,1.1229962,2024-01-08 09:30:00
4.2705383,0.93626493,2024-01-08 09:45:00
5.675603,0.15114404,2024-01-08 10:00:00
4.952834,0.7755463,2024-01-08 10:15:00
4.5333896,0.8733865,2024-01-08 10:30:00
5.294075,1.3893651,2024-01-08 10:45:00
4.5260315,0.52267146,2024-01-08 11:00:00
4.3411794,1.1487172,2024-01-08 11:15:00
4.3423057,0.69853,2024-01-08 11:30:00
4.4127955,-0.5754293,2024-01-08 11:45:00
5.2022614,0.56006914,2024-01-08 12:00:00
5.2079444,0.9920114,2024-01-08 12:15:00
4.838816,-1.8528538,2024-01-08 12:30:00
4.7305894,-0.8974909,2024-01-08 12:45:00
5.5402236,-1.1151446,2024-01-08 13:00:00
4.3567643,-0.3898754,2024-01-08 13:15:00
4.435273,-0.6120023,2024-01-08 13:30:00
4.70556,-1.110419,2024-01-08 13:45:00
5.2055984,-1.3244303,2024-01-08 14:00:00
4.6911182,-1.6128772,2024-01-08 14:15:00
5.4205117,-1.2374597,2024-01-08 14:30:00
4.4980936,-1.7311807,2024-01-08 14:45:00
5.008627,-1.808103,2024-01-08 15:00:00
5.5120444,-2.5987046,2024-01-08 15:15:00
5.866714,-2.820236,2024-01-08 15:30:00
5.6277,-2.341222,2024-01-08 15:45:00
5.227212,-2.8555765,2024-01-08 16:00:00
5.749612,-3.0332587,2024-01-08 16:15:00
6.202812,-3.8252184,2024-01-08 16:30:00
7.271528,-4.030631,2024-01-08 16:45:00
8.027467,-3.4508865,2024-01-08 17:00:00
6.8868313,-3.5127244,2024-01-08 17:15:00
6.619528,-3.9558656,2024-01-08 17:30:00
7.6777186,-4.0395193,2024-01-08 17:45:00
7.3977933,-3.932277,2024-01-08 18:00:00
7.4115887,-3.9023752,2024-01-08 18:15:00
6.6132092,-4.1566434,2024-01-08 18:30:00
7.995251,-4.8066792,2024-01-08 18:45:00
7.602643,-3.9795692,2024-01-08 19:00:00
8.02569,-4.592771,2024-01-08 19:15:00
8.375521,-4.311813,2024-01-08 19:30:00
8.994416,-4.4657793,2024-01-08 19:45:00
8.243811,-4.8104234,2024-01-08 20:00:00
7.591769,-4.4186563,2024-01-08 20:15:00
7.5201087,-4.7881594,2024-01-08 20:30:00
8.309138,-5.4765053,2024-01-08 20:45:00
8.67923,-4.7215714,2024-01-08 21:00:00
8.362629,-5.2064347,2024-01-08 21:15:00
8.426198,-5.3947096,2024-01-08 21:30:00
7.966157,-4.9819565,2024-01-08 21:45:00
9.321429,-4.9845576,2024-01-08 22:00:00
8.210084,-3.6095715,2024-01-08 22:15:00
9.107622,-5.5354543,2024-01-08 22:30:00
9.276394,-4.890057,2024-01-08 22:45:00
8.384555,-3.6744561,2024-01-08 23:00:00
8.56825,-5.060209,2024-01-08 23:15:00
8.507772,-3.80109,2024-01-08 23:30:00
8.458479,-5.3062325,2024-01-08 23:45:00
8.390808,-4.528252,2024-01-09 00:00:00
9.569548,-3.149598,2024-01-09 00:15:00
8.857753,-1.9124069,2024-01-09 00:30:00
9.52215,-2.487157,2024-01-09 00:45:00
8.950695,-2.191603,2024-01-09 01:00:00
9.040775,-2.4950995,2024-01-09 01:15:00
9.295266,-2.4094427,2024-01-09 01:30:00
8.912539,-1.7832657,2024-01-09 01:45:00
9.54855,-3.0800338,2024-01-09 02:00:00
8.945042,-2.691476,2024-01-09 02:15:00
9.000521,-2.884052,2024-01-09 02:30:00
9.616168,-1.4670801,2024-01-09 02:45:00
8.746209,-1.9950906,2024-01-09 03:00:00
8.872216,-1.2416197,2024-01-09 03:15:00
8.30237,0.73614997,2024-01-09 03:30:00
8.566316,-0.72551566,2024-01-09 03:45:00
8.902472,-0.9607851,2024-01-09 04:00:00
8.863061,-0.2475033,2024-01-09 04:15:00
8.932092,-0.6961163,2024-01-09 04:30:00
8.52498,-0.6359503,2024-01-09 04:45:00
8.529387,-0.64017135,2024-01-09 05:00:00
8.4286175,-0.38437977,2024-01-09 05:15:00
8.750469,-1.4538156,2024-01-09 05:30:00
8.152402,1.2383301,2024-01-09 05:45:00
7.80823,0.85408646,2024-01-09 06:00:00
6.6910434,0.53924745,2024-01-09 06:15:00
7.3824034,0.25481173,2024-01-09 06:30:00
7.7623525,1.0082756,2024-01-09 06:45:00
6.4639554,0.7681246,2024-01-09 07:00:00
7.276521,1.2570801,2024-01-09 07:15:00
6.3937707,0.66935897,2024-01-09 07:30:00
5.5570245,0.6831107,2024-01-09 07:45:00
6.0266867,1.009798,2024-01-09 08:00:00
6.106919,-0.14708495,2024-01-09 08:15:00
6.3407707,1.7883173,2024-01-09 08:30:00
6.2209873,1.6823034,2024-01-09 08:45:00
5.5739107,1.0866892,2024-01-09 09:00:00
4.5551157,1.3303301,2024-01-09 09:15:00
6.3189855,1.4284365,2024-01-09 09:30:00
5.0407186,0.6849153,2024-01-09 09:45:00
4.8305416,1.346585,2024-01-09 10:00:00
5.593782,1.6472352,2024-01-09 10:15:00
4.5961623,0.9715198,2024-01-09 10:30:00
4.2315536,0.20613685,2024-01-09 10:45:00
4.8254,0.72710484,2024-01-09 11:00:00
4.024511,-0.076393396,2024-01-09 11:15:00
3.9838939,-0.10411454,2024-01-09 11:30:00
3.9811761,-0.007857291,2024-01-09 11:45:00
3.9718819,0.034780674,2024-01-09 12:00:00
3.9462855,-0.070451476,2024-01-09 12:15:00
3.9631846,-0.07131207,2024-01-09 12:30:00
3.9582577,-0.2536773,2024-01-09 12:45:00
4.0092525,-0.3113664,2024-01-09 13:00:00
3.9293733,-0.05705652,2024-01-09 13:15:00
4.8537,-1.0348414,2024-01-09 13:30:00
4.6626396,-1.7840962,2024-01-09 13:45:00
5.320929,-1.7222397,2024-01-09 14:00:00
5.357798,-1.4631586,2024-01-09 14:15:00
4.94481,-1.3866462,2024-01-09 14:30:00
5.210426,-1.5808408,2024-01-09 14:45:00
5.4604235,-1.4313992,2024-01-09 15:00:00
5.585125,-3.169283,2024-01-09 15:15:00
5.2937484,-2.5018773,2024-01-09 15:30:00
5.5599976,-1.1936173,2024-01-09 15:45:00
5.992732,-3.5622704,2024-01-09 16:00:00
5.899933,-3.3085,2024-01-09 16:15:00
6.3138914,-2.9312668,2024-01-09 16:30:00
6.044575,-3.4462261,2024-01-09 16:45:00
8.03458,-3.5429442,2024-01-09 17:00:00
6.1870804,-3.8882496,2024-01-09 17:15:00
6.466449,-3.5684092,2024-01-09 17:30:00
7.200443,-4.328232,2024-01-09 17:45:00
7.195538,-4.237227,2024-01-09 18:00:00
7.1709094,-3.9010603,2024-01-09 18:15:00
7.208051,-4.450569,2024-01-09 18:30:00
8.327397,-4.434493,2024-01-09 18:45:00
8.969275,-4.057945,2024-01-09 19:00:00
8.960977,-4.056353,2024-01-09 19:15:00
8.651358,-2.0782702,2024-01-09 19:30:00
7.7732067,-4.146474,2024-01-09 19:45:00
8.994857,-4.323241,2024-01-09 20:00:00
8.513751,-6.1424994,2024-01-09 20:15:00
8.834743,-6.277686,2024-01-09 20:30:00
8.629223,-6.211609,2024-01-09 20:45:00
8.690461,-6.175148,2024-01-09 21:00:00
9.203569,-5.1618867,2024-01-09 21:15:00
9.116984,-5.4260206,2024-01-09 21:30:00
9.422293,-5.34461,2024-01-09 21:45:00
8.797466,-5.3861403,2024-01-09 22:00:00
8.744984,-5.639058,2024-01-09 22:15:00
9.030755,-4.6758966,2024-01-09 22:30:00
8.306175,-3.6594775,2024-01-09 22:45:00
8.447455,-5.473059,2024-01-09 23:00:00
8.636402,-5.1153865,2024-01-09 23:15:00
8.812621,-5.2493725,2024-01-09 23:30:00
8.2890835,-5.3251257,2024-01-09 23:45:00
8.700637,-3.6395118,2024-01-10 00:00:00
9.257234,-2.5234783,2024-01-10 00:15:00
9.138435,-3.7936268,2024-01-10 00:30:00
9.302606,-3.0726135,2024-01-10 00:45:00
9.092708,-3.0462277,2024-01-10 01:00:00
8.493916,-3.4213512,2024-01-10 01:15:00
9.228599,-3.4836707,2024-01-10 01:30:00
8.889805,-2.5213125,2024-01-10 01:45:00
9.409508,-2.758072,2024-01-10 02:00:00
9.595205,-2.4602451,2024-01-10 02:15:00
9.448697,-2.8492987,2024-01-10 02:30:00
9.003798,-3.0361469,2024-01-10 02:45:00
9.471278,-1.9277089,2024-01-10 03:00:00
9.150742,-2.108908,2024-01-10 03:15:00
8.643899,-2.6104279,2024-01-10 03:30:00
9.097514,-1.0106238,2024-01-10 03:45:00
8.84051,-0.12443993,2024-01-10 04:00:00
8.687225,-0.42946014,2024-01-10 04:15:00
8.6962,-1.4578212,2024-01-10 04:30:00
8.661358,-0.7496675,2024-01-10 04:45:00
8.640341,-0.84876597,2024-01-10 05:00:00
8.030128,-0.008335628,2024-01-10 05:15:00
8.153675,1.009277,2024-01-10 05:30:00
8.270683,0.59747237,2024-01-10 05:45:00
8.780041,-0.6579866,2024-01-10 06:00:00
8.183867,-0.42659765,2024-01-10 06:15:00
7.1884003,0.32323232,2024-01-10 06:30:00
6.9098606,0.6754136,2024-01-10 06:45:00
6.403758,0.2164175,2024-01-10 07:00:00
5.976864,0.7129062,2024-01-10 07:15:00
5.9489484,0.3884233,2024-01-10 07:30:00
7.1989217,1.4236265,2024-01-10 07:45:00
6.2925563,0.14389645,2024-01-10 08:00:00
6.4011793,0.42622826,2024-01-10 08:15:00
4.9312963,1.194404,2024-01-10 08:30:00
5.601901,1.0832869,2024-01-10 08:45:00
5.4259667,0.90093017,2024-01-10 09:00:00
4.730615,1.1041151,2024-01-10 09:15:00
4.6469297,0.8653594,2024-01-10 09:30:00
6.34908,1.7676303,2024-01-10 09:45:00
5.1583443,0.6866845,2024-01-10 10:00:00
4.6541014,1.2756653,2024-01-10 10:15:00
5.8136306,-0.23714738,2024-01-10 10:30:00
5.1362967,0.008944599,2024-01-10 10:45:00
4.4763393,1.2364163,2024-01-10 11:00:00
5.7539897,-0.16015394,2024-01-10 11:15:00
4.573534,0.8698057,2024-01-10 11:30:00
5.5263658,1.1990862,2024-01-10 11:45:00
4.830731,0.5028464,2024-01-10 12:00:00
4.4592023,-1.0372691,2024-01-10 12:15:00
4.8808627,0.75485593,2024-01-10 12:30:00
4.312492,-0.8089246,2024-01-10 12:45:00
4.4653997,-0.27695534,2024-01-10 13:00:00
4.98311,-0.72576356,2024-01-10 13:15:00
4.947471,-0.15413687,2024-01-10 13:30:00
4.7648706,-1.4488276,2024-01-10 13:45:00
5.1205864,-0.66583025,2024-01-10 14:00:00
4.8890023,-1.3621509,2024-01-10 14:15:00
5.0587964,-1.6126995,2024-01-10 14:30:00
5.2581406,-1.9607394,2024-01-10 14:45:00
5.3132253,-1.7010925,2024-01-10 15:00:00
4.934361,0.41052702,2024-01-10 15:15:00
5.619478,-2.3160598,2024-01-10 15:30:00
5.2839975,-0.41972202,2024-01-10 15:45:00
5.130999,-2.5133529,2024-01-10 16:00:00
6.4537644,-2.9364808,2024-01-10 16:15:00
6.0360255,-2.8750873,2024-01-10 16:30:00
6.029105,-3.4403176,2024-01-10 16:45:00
6.589143,-3.4107468,2024-01-10 17:00:00
6.0948806,-3.00612,2024-01-10 17:15:00
6.731217,-3.6676784,2024-01-10 17:30:00
7.4767118,-4.2976184,2024-01-10 17:45:00
7.4197707,-4.977532,2024-01-10 18:00:00
7.6776023,-4.98249,2024-01-10 18:15:00
6.576186,-3.9260066,2024-01-10 18:30:00
7.3234253,-3.9493704,2024-01-10 18:45:00
7.7422333,-4.9064775,2024-01-10 19:00:00
7.4453545,-4.6069283,2024-01-10 19:15:00
8.220641,-4.1048717,2024-01-10 19:30:00
8.71239,-4.247839,2024-01-10 19:45:00
8.200203,-5.4442945,2024-01-10 20:00:00
9.111317,-4.496785,2024-01-10 20:15:00
8.56894,-5.384933,2024-01-10 20:30:00
9.110874,-5.12248,2024-01-10 20:45:00
9.313303,-5.384012,2024-01-10 21:00:00
8.420341,-4.887991,2024-01-10 21:15:00
9.055913,-5.162761,2024-01-10 21:30:00
8.8050995,-5.650629,2024-01-10 21:45:00
8.789567,-5.477964,2024-01-10 22:00:00
9.234658,-5.174237,2024-01-10 22:15:00
9.375614,-5.3215146,2024-01-10 22:30:00
9.295013,-5.0785084,2024-01-10 22:45:00
8.824425,-5.615834,2024-01-10 23:00:00
8.799128,-3.2955024,2024-01-10 23:15:00
8.613535,-4.504438,2024-01-10 23:30:00
9.451653,-4.607272,2024-01-10 23:45:00
8.826739,-2.4292915,2024-01-11 00:00:00
9.269649,-3.698569,2024-01-11 00:15:00
9.143238,-3.4222562,2024-01-11 00:30:00
9.58645,-2.7338884,2024-01-11 00:45:00
9.1804495,-3.2763584,2024-01-11 01:00:00
8.490579,-3.248553,2024-01-11 01:15:00
9.504636,-3.0083153,2024-01-11 01:30:00
8.930793,-2.4459748,2024-01-11 01:45:00
9.577551,-2.7360797,2024-01-11 02:00:00
9.547123,-2.7762854,2024-01-11 02:15:00
9.06765,-1.9218957,2024-01-11 02:30:00
9.23855,-1.8261179,2024-01-11 02:45:00
9.455264,-1.7033584,2024-01-11 03:00:00
9.500687,-1.1045024,2024-01-11 03:15:00
9.045494,-1.5734198,2024-01-11 03:30:00
9.060122,-1.5771753,2024-01-11 03:45:00
9.027468,-0.49754506,2024-01-11 04:00:00
8.368213,-0.5269293,2024-01-11 04:15:00
9.125572,-0.6066958,2024-01-11 04:30:00
8.484284,0.41175768,2024-01-11 04:45:00
8.535069,-0.11004957,2024-01-11 05:00:00
9.276757,-0.9701914,2024-01-11 05:15:00
8.276542,-0.42694047,2024-01-11 05:30:00
8.017918,0.8029105,2024-01-11 05:45:00
7.8902116,0.37225536,2024-01-11 06:00:00
7.780733,0.28637406,2024-01-11 06:15:00
7.8559465,0.20756452,2024-01-11 06:30:00
7.494627,0.56887394,2024-01-11 06:45:00
7.854092,0.5318014,2024-01-11 07:00:00
7.3029203,0.44942942,2024-01-11 07:15:00
6.614111,0.54800844,2024-01-11 07:30:00
6.675774,1.5733691,2024-01-11 07:45:00
6.656903,1.4990435,2024-01-11 08:00:00
6.2158465,0.5960918,2024-01-11 08:15:00
5.5287704,0.3720487,2024-01-11 08:30:00
4.6778603,0.7417847,2024-01-11 08:45:00
5.177868,1.3653471,2024-01-11 09:00:00
4.7162595,1.3951378,2024-01-11 09:15:00
4.724176,1.52775,2024-01-11 09:30:00
4.848066,1.2805526,2024-01-11 09:45:00
5.261518,0.7811007,2024-01-11 10:00:00
4.2674556,0.42396045,2024-01-11 10:15:00
5.2219815,0.9533687,2024-01-11 10:30:00
5.421828,1.32377,2024-01-11 10:45:00
4.677211,0.69951254,2024-01-11 11:00:00
4.457708,1.3736352,2024-01-11 11:15:00
4.3669953,-0.1325533,2024-01-11 11:30:00
4.9356747,0.107609175,2024-01-11 11:45:00
4.330156,0.2724486,2024-01-11 12:00:00
4.6100836,0.64619756,2024-01-11 12:15:00
4.6030235,-1.3418363,2024-01-11 12:30:00
4.726033,0.15807621,2024-01-11 12:45:00
5.258855,-0.76194143,2024-01-11 13:00:00
4.98976,-1.7104254,2024-01-11 13:15:00
4.848751,-1.6457161,2024-01-11 13:30:00
5.264266,-0.94177306,2024-01-11 13:45:00
4.4028287,-1.1426449,2024-01-11 14:00:00
4.977215,-1.6793194,2024-01-11 14:15:00
4.4418874,-1.4430801,2024-01-11 14:30:00
5.787118,-1.1987256,2024-01-11 14:45:00
4.927717,-1.8418379,2024-01-11 15:00:00
5.8449087,-2.5127556,2024-01-11 15:15:00
5.6397424,-2.7568412,2024-01-11 15:30:00
5.5454965,-1.8610978,2024-01-11 15:45:00
5.7539372,-3.6228294,2024-01-11 16:00:00
5.935072,-2.6891563,2024-01-11 16:15:00
6.534144,-4.011825,2024-01-11 16:30:00
6.382129,-4.0074263,2024-01-11 16:45:00
7.094767,-4.8629327,2024-01-11 17:00:00
5.552086,-3.1331367,2024-01-11 17:15:00
6.85308,-4.71307,2024-01-11 17:30:00
6.72879,-4.318443,2024-01-11 17:45:00
7.2124405,-5.270383,2024-01-11 18:00:00
7.274819,-5.1190605,2024-01-11 18:15:00
7.346309,-5.4182444,2024-01-11 18:30:00
7.2831135,-5.3984785,2024-01-11 18:45:00
7.240669,-5.293453,2024-01-11 19:00:00
7.2622128,-5.4609175,2024-01-11 19:15:00
7.213812,-5.3295884,2024-01-11 19:30:00
7.2721753,-5.287082,2024-01-11 19:45:00
7.2517686,-5.5084352,2024-01-11 20:00:00
7.202337,-5.5876856,2024-01-11 20:15:00
7.218358,-5.690742,2024-01-11 20:30:00
8.017879,-5.080704,2024-01-11 20:45:00
8.189456,-4.9368405,2024-01-11 21:00:00
8.907927,-5.070891,2024-01-11 21:15:00
9.254446,-4.809616,2024-01-11 21:30:00
8.86784,-5.7195134,2024-01-11 21:45:00
9.260299,-5.0907073,2024-01-11 22:00:00
9.425971,-4.5224323,2024-01-11 22:15:00
9.210737,-5.475649,2024-01-11 22:30:00
9.235439,-5.108442,2024-01-11 22:45:00
8.932363,-5.7249155,2024-01-11 23:00:00
7.5494885,-3.7848299,2024-01-11 23:15:00
8.679352,-5.186591,2024-01-11 23:30:00
9.420919,-4.3722234,2024-01-11 23:45:00
8.777067,-2.97065,2024-01-12 00:00:00
9.457114,-3.317549,2024-01-12 00:15:00
8.660549,-1.7614945,2024-01-12 00:30:00
9.485557,-3.0684292,2024-01-12 00:45:00
9.256097,-2.7454832,2024-01-12 01:00:00
8.820402,-2.4960318,2024-01-12 01:15:00
9.428776,-2.7491288,2024-01-12 01:30:00
9.563599,-2.5874014,2024-01-12 01:45:00
9.501169,-2.3301053,2024-01-12 02:00:00
8.782924,-2.3650386,2024-01-12 02:15:00
9.182019,-2.8792531,2024-01-12 02:30:00
8.88147,-1.6915119,2024-01-12 02:45:00
8.926927,-0.46545205,2024-01-12 03:00:00
9.330177,-1.0963407,2024-01-12 03:15:00
9.2299185,-1.6241673,2024-01-12 03:30:00
8.853792,-0.9223485,2024-01-12 03:45:00
8.968201,-0.43199483,2024-01-12 04:00:00
9.225075,-1.3847349,2024-01-12 04:15:00
8.153179,-0.18758166,2024-01-12 04:30:00
8.438132,-0.0784246,2024-01-12 04:45:00
8.196376,1.1229045,2024-01-12 05:00:00
8.069287,0.9185339,2024-01-12 05:15:00
7.466338,0.4309682,2024-01-12 05:30:00
7.872773,1.3821702,2024-01-12 05:45:00
7.708568,0.18796131,2024-01-12 06:00:00
7.464224,0.4402267,2024-01-12 06:15:00
7.117461,0.40732512,2024-01-12 06:30:00
7.0337586,0.32595268,2024-01-12 06:45:00
6.3292265,0.101934604,2024-01-12 07:00:00
6.4633236,0.33854595,2024-01-12 07:15:00
7.518089,0.53025967,2024-01-12 07:30:00
6.299572,0.53666306,2024-01-12 07:45:00
5.6195874,1.0162584,2024-01-12 08:00:00
6.0339394,1.0518304,2024-01-12 08:15:00
5.8033905,0.65485007,2024-01-12 08:30:00
5.7378983,1.182981,2024-01-12 08:45:00
5.131939,0.8340287,2024-01-12 09:00:00
4.7345157,1.1564345,2024-01-12 09:15:00
5.6896234,-0.018126795,2024-01-12 09:30:00
4.3707423,1.3126268,2024-01-12 09:45:00
5.0934954,1.1271782,2024-01-12 10:00:00
5.8089113,1.7352651,2024-01-12 10:15:00
6.1849613,1.743979,2024-01-12 10:30:00
4.500627,1.3708019,2024-01-12 10:45:00
4.6849957,0.99250644,2024-01-12 11:00:00
4.799347,0.13363838,2024-01-12 11:15:00
4.431739,1.27234,2024-01-12 11:30:00
4.8810496,0.3923535,2024-01-12 11:45:00
5.6712074,-1.0978607,2024-01-12 12:00:00
4.834629,-0.3821845,2024-01-12 12:15:00
4.5335326,-0.49233064,2024-01-12 12:30:00
4.425349,-1.4730551,2024-01-12 12:45:00
4.360164,0.21133718,2024-01-12 13:00:00
4.856305,-0.32025963,2024-01-12 13:15:00
4.6764655,-0.5540159,2024-01-12 13:30:00
4.3680143,-1.2691795,2024-01-12 13:45:00
5.126501,-1.2610536,2024-01-12 14:00:00
5.6246276,-1.2940947,2024-01-12 14:15:00
4.3483315,-1.2759893,2024-01-12 14:30:00
4.5281987,-1.6561044,2024-01-12 14:45:00
5.0922737,-0.56258327,2024-01-12 15:00:00
5.8979597,-2.4352217,2024-01-12 15:15:00
5.563335,-3.202316,2024-01-12 15:30:00
6.143277,-3.049609,2024-01-12 15:45:00
5.94385,-3.4000273,2024-01-12 16:00:00
6.1126046,-3.8502123,2024-01-12 16:15:00
6.196208,-3.7204843,2024-01-12 16:30:00
6.198499,-3.7196062,2024-01-12 16:45:00
6.643634,-3.4654431,2024-01-12 17:00:00
